"<a href=""https://docs.flare.network/tech/glossary/#attestation"">Attestation</a> (Flare Glossary)"|"
A data proof provided to the <a href=""https://docs.flare.network/tech/glossary/#state_connector"">State Connector</a> by a decentralized set of Attestation Providers that confirms the validity or otherwise of any request.
"
"<a href=""https://docs.flare.network/tech/glossary/#autoclaiming"">Autoclaiming</a> (Flare Glossary)"|"
Automatic claiming enables users to appoint an <a href=""https://docs.flare.network/tech/glossary/#executor"">executor</a> to claim rewards on their behalf. <a href=""https://docs.flare.network/tech/automatic-claiming.md"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#avalanche"">Avalanche</a> (Flare Glossary)"|"
An open-source blockchain using the Snow family of consensus protocols and <a href=""https://docs.flare.network/tech/glossary/#proof_of_stake"">Proof of Stake</a> for <a href=""https://docs.flare.network/tech/glossary/#sybil_resistance"">Sybil resistance</a>. It is advertised as the fastest smart contract platform. <a href=""https://docs.avax.network/"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#block"">Block</a> (Flare Glossary)"|"
For performance reasons, <a href=""https://docs.flare.network/tech/glossary/#blockchain"">blockchains</a> do not process transactions one by one. Instead, transactions are grouped together in blocks which are then validated by the <a href=""https://docs.flare.network/tech/glossary/#consensus"">consensus</a> algorithm.
"
"<a href=""https://docs.flare.network/tech/glossary/#block_explorer"">Block Explorer</a> (Flare Glossary)"|"
A tool that enables its users to analyze transactions and interact with addresses on blockchains. <a href=""https://docs.flare.network/user/block-explorers/"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#blockchain"">Blockchain</a> (Flare Glossary)"|"
Digital <a href=""https://docs.flare.network/tech/glossary/#ledger"">ledger</a> storing data and transactions on a distributed network of computers to make it more robust. Cryptography protects against information tampering, and a <a href=""https://docs.flare.network/tech/glossary/#consensus"">consensus</a> algorithm ensures that the majority of the network agrees on the stored data even if some of its nodes act maliciously.
"
"<a href=""https://docs.flare.network/tech/glossary/#bootstrapping_node"">Bootstrapping Node</a> (Flare Glossary)"|"
An observation node associated with a <a href=""https://docs.flare.network/tech/glossary/#validator"">validator node</a> and acting as its bastion: the bootstrapping node exposes a minimum RPC interface, so the validator does not have to. The nodeID and nodeIP returned by the bootstrapping node's RPC allow an external node to connect and peer with the core network of validators. The bootstrapping node also <a href=""https://en.wikipedia.org/wiki/Gossip_protocol"">gossips</a> the core network's validators nodeIDs and nodeIPs to the external node to peer to. The main purpose of a bootstrapping node is to allow new nodes to connect to the network (hence the name ""bootstrapping"") while reducing its associated validator node attack surface. <a href=""https://docs.flare.network/dev/reference/network-config/#flare-networks"">Flare offers some public bootstrapping nodes</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#byzantine_fault_tolerance"">Byzantine Fault Tolerance</a> (Flare Glossary)"|"
Property of a distributed system that is capable of continuous operation even when some of its participants are unreliable. Participants acting against the interest of the whole system, by accident or on purpose, are said to have “gone Byzantine”.
"
"<a href=""https://docs.flare.network/tech/glossary/#canary_network"">Canary Network</a> (Flare Glossary)"|"
A network used for testing features under “real fire” conditions, before deploying them on the <a href=""https://docs.flare.network/tech/glossary/#main_network"">main network</a>. All users of the canary network are real users, but they are aware of the experimental nature of the platform. The name comes from the time when actual miners used actual canaries to detect the presence of poisonous gas in the mines. Flare's canary network is called <a href=""https://docs.flare.network/tech/glossary/#songbird"">Songbird</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#consensus"">Consensus</a> (Flare Glossary)"|"
Algorithm that makes nodes on a blockchain’s network agree on the validity of a given transaction, even if some of the nodes provide invalid transactions or try to disrupt the network (<a href=""https://docs.flare.network/tech/glossary/#byzantine_fault_tolerance"">Byzantine Fault Tolerance</a>).
"
"<a href=""https://docs.flare.network/tech/glossary/#coston"">Coston</a> (Flare Glossary)"|"
The name given to both of Flare's public <a href=""https://docs.flare.network/tech/glossary/#test_network"">test networks</a> (Coston and Coston2), in remembrance and celebration of a great inventor, <a href=""https://en.wikipedia.org/wiki/Martha_Coston"">Martha J. Coston</a> (1826-1904).
"
"<a href=""https://docs.flare.network/tech/glossary/#cross_chain"">Cross-chain (or inter-ecosystem) interoperability</a> (Flare Glossary)"|"
Communication between two or more disparate blockchain ecosystems that are technologically incompatible due to the lack of shared systems, protocols or code (e.g. Ethereum and Solana).
"
"<a href=""https://docs.flare.network/tech/glossary/#dao"">DAO</a> (Flare Glossary)"|"
A Decentralized Autonomous Organization is an entity with no central authority. Its governance is mandated by rules encoded on a blockchain so it is tamper-proof.
"
"<a href=""https://docs.flare.network/tech/glossary/#dapp"">Dapp</a> (Flare Glossary)"|"
A Decentralized Application is a computer program that makes use of blockchain technology and therefore the information it uses or stores has the same benefits (trustlessness, censorship resistance, geographical redundancy, etc). The dapp itself may or may not be hosted on a blockchain.
"
"<a href=""https://docs.flare.network/tech/glossary/#data_provider"">Data Provider</a> (Flare Glossary)"|"
Each of the multiple programs supplying external information to an <a href=""https://docs.flare.network/tech/glossary/#ftso"">FTSO</a> running on the Flare network, and getting rewarded for it. Token holders can <a href=""https://docs.flare.network/tech/glossary/#delegate"">delegate</a> their stake to a data provider and receive a share of the rewards.
"
"<a href=""https://docs.flare.network/tech/glossary/#defi"">DeFi</a> (Flare Glossary)"|"
Decentralized Finance is a form of finance that does not rely on a central financial institution. DeFi is commonly based on blockchain technology.
"
"<a href=""https://docs.flare.network/tech/glossary/#delegate"">Delegate</a> (Flare Glossary)"|"
To assign a duty to someone else, so they do it for you. On the Flare network, an address can delegate any fraction of the votes associated with the tokens it holds to another address, for the purpose of <a href=""https://docs.flare.network/tech/glossary/#ftso"">FTSO</a> weighting or governance participation. Note that no tokens are transferred.
"
"<a href=""https://docs.flare.network/tech/glossary/#erc20"">ERC-20</a> (Flare Glossary)"|"
The Ethereum Request for Comments 20, proposed in November 2015, is an Ethereum token standard that implements an API for tokens within smart contracts. It is a standard for fungible (exchangeable) tokens, which have a property that makes each token exactly the same (in type and value) as another token. For example, an ERC-20 token acts just like Ethereum's ETH token, meaning that 1 token is and will always be equal to all the other tokens. <a href=""https://ethereum.org/en/developers/docs/standards/tokens/erc-20/"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#evm"">EVM</a> (Flare Glossary)"|"
The Ethereum Virtual Machine allows executing smart contracts on the Ethereum network, regardless of the kind of computer that executes it. Multiple blockchain networks, including Flare, support EVM contracts. <a href=""https://ethereum.org/en/developers/docs/evm/"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#executor"">Executor</a> (Flare Glossary)"|"
Users who do not want to claim rewards themselves can set an executor to claim rewards for them and send them directly to their users' accounts. <a href=""https://docs.flare.network/tech/automatic-claiming.md"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#faucet"">Faucet</a> (Flare Glossary)"|"
A <a href=""https://docs.flare.network/tech/glossary/#dapp"">dapp</a> that distributes test tokens to anyone that requests them. Used only on <a href=""https://docs.flare.network/tech/glossary/#test_network"">test networks</a>, obviously. See the <a href=""https://docs.flare.network/dev/reference/network-config/"">Network Configuration</a> page to learn about Flare's faucets.
"
"<a href=""https://docs.flare.network/tech/glossary/#fba"">FBA</a> (Flare Glossary)"|"
Federated Byzantine Agreement is a form of <a href=""https://docs.flare.network/tech/glossary/#byzantine_fault_tolerance"">Byzantine fault tolerance</a> where each node keeps its own list of trusted nodes. It does not require nodes to invest stake or computing power as <a href=""https://docs.flare.network/tech/glossary/#proof_of_stake"">Proof of Stake</a> or <a href=""https://docs.flare.network/tech/glossary/#proof_of_work"">Proof of Work</a> protocols do.
"
"<a href=""https://docs.flare.network/tech/glossary/#fcp"">FCP</a> (Flare Glossary)"|"
The Flare Consensus Protocol is an asynchronous, ordered and leaderless version of Federated Byzantine Agreement (<a href=""https://docs.flare.network/tech/glossary/#fba"">FBA</a>) consensus. The whitepaper is already available and it is currently in the process of being implemented. <a href=""https://flare.network/whitepapers"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#flare_token_(flr)"">Flare Token (FLR)</a> (Flare Glossary)"|"
The native currency of the Flare's <a href=""https://docs.flare.network/tech/glossary/#main_network"">main network</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#ftso"">FTSO</a> (Flare Glossary)"|"
The Flare Time Series Oracles provide external information to the Flare network in a decentralized manner, by using multiple independent data providers that are rewarded for providing accurate information. <a href=""https://docs.flare.network/tech/ftso.md"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#governance"">Governance</a> (Flare Glossary)"|"
Mechanism to propose, vote and implement changes on a blockchain protocol. On Flare, anybody can propose updates and token holders vote to accept them.
"
"<a href=""https://docs.flare.network/tech/glossary/#kyc"">Know Your Customer</a> (Flare Glossary)"|"
The process an entity completes to verify the identities of its users to comply with global requirements.
"
"<a href=""https://docs.flare.network/tech/glossary/#layer1"">Layer 1</a> (Flare Glossary)"|"
An L1 is a blockchain in the classical sense, in that it comprises a network of nodes that exchange information to guarantee the integrity of a shared ledger and offer functionality like token exchange and programmability. Compare it to an L2, which is built on top of an existing L1.
"
"<a href=""https://docs.flare.network/tech/glossary/#layer2"">Layer 2</a> (Flare Glossary)"|"
An L2 is a blockchain built on top of an existing L1 making use of its programmability. L2 chains add extra functionality to the L1, like scalability.
"
"<a href=""https://docs.flare.network/tech/glossary/#ledger"">Ledger</a> (Flare Glossary)"|"
Historically, a book where financial transactions are recorded. In <a href=""https://docs.flare.network/tech/glossary/#blockchain"">blockchain</a> technology, a ledger can contain any kind of information, which has multiple copies distributed among several computers, kept in sync by a <a href=""https://docs.flare.network/tech/glossary/#consensus"">consensus</a> algorithm.
"
"<a href=""https://docs.flare.network/tech/glossary/#light_client_relay"">Light Client Relay</a> (Flare Glossary)"|"
A simplified communication mechanism built for speed that only queries the header data of any transaction and therefore lacks the security that comes from querying a full node with full history (e.g. <a href=""https://en.wikipedia.org/wiki/Bitcoin_network#Payment_verification"">SPV</a>).
"
"<a href=""https://docs.flare.network/tech/glossary/#liquidity_pool"">Liquidity Pool</a> (Flare Glossary)"|"
A collection of funds locked in a <a href=""https://docs.flare.network/tech/glossary/#smart_contract"">smart contract</a> for the purpose of facilitating trading, lending and other functionality in a decentralized manner.
"
"<a href=""https://docs.flare.network/tech/glossary/#main_network"">Main Network (MAINNET)</a> (Flare Glossary)"|"
The computer network that supports a <a href=""https://docs.flare.network/tech/glossary/#blockchain"">blockchain</a> in its production stage, i.e., the real thing (instead of a <a href=""https://docs.flare.network/tech/glossary/#canary_network"">Canary</a> or <a href=""https://docs.flare.network/tech/glossary/#test_network"">Test</a> network).
"
"<a href=""https://docs.flare.network/tech/glossary/#metaverse"">Metaverse</a> (Flare Glossary)"|"
An old concept, at times called Virtual Reality or Cyberspace, that translates human interaction to virtual (i.e. non-physical) worlds. Currently in vogue again because blockchain technology promises to link the physical and the virtual worlds and thus bring a degree of reality to the latter.
"
"<a href=""https://docs.flare.network/tech/glossary/#multi_chain"">Multi-chain (or intra-ecosystem) interoperability</a> (Flare Glossary)"|"
Communication between two or more technologically compatible blockchains that exist within the same ecosystem and share systems, protocols and code (e.g. <a href=""https://polkadot.network/parachains/"">Polkadot Parachains</a>, <a href=""https://tendermint.com/"">Cosmos Tendermint</a> chains or <a href=""https://ethereum.org/en/"">Ethereum</a> layer 2 protocols).
"
"<a href=""https://docs.flare.network/tech/glossary/#nft"">NFT</a> (Flare Glossary)"|"
Non-Fungible Tokens are digital representations of assets which are unique and therefore non-mergeable (non-fungible), made impossible to copy by blockchain technology. Common use cases are certificates of authenticity or ownership, or limited edition collectibles. Most NFT tokens are built on the <a href=""https://ethereum.org/en/"">Ethereum network</a> using standards <a href=""https://eips.ethereum.org/EIPS/eip-721"">ERC-721</a> and <a href=""https://eips.ethereum.org/EIPS/eip-1155"">ERC-1155</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#oracle"">Oracle</a> (Flare Glossary)"|"
A mechanism to provide external information to a blockchain, so that it can be used by <a href=""https://docs.flare.network/tech/glossary/#smart_contract"">smart contracts</a>, for example. Flare oracles are called <a href=""https://docs.flare.network/tech/glossary/#ftso"">FTSO</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#proof_of_stake"">Proof of Stake</a> (Flare Glossary)"|"
A kind of <a href=""https://docs.flare.network/tech/glossary/#sybil_resistance"">Sybil resistance</a> based on staking assets to participate in consensus. The rationale is that a participant investing enough assets will not be interested in attacking the network that supports such assets. Moreover, if malicious behavior is detected part of the assets can be taken as punishment.
"
"<a href=""https://docs.flare.network/tech/glossary/#proof_of_work"">Proof of Work</a> (Flare Glossary)"|"
A kind of <a href=""https://docs.flare.network/tech/glossary/#sybil_resistance"">Sybil resistance</a> based on spending computer power to participate in consensus. The rationale is that attacking the network becomes prohibitively expensive in terms of computer power.
"
"<a href=""https://docs.flare.network/tech/glossary/#pruning"">Pruning</a> (Flare Glossary)"|"
A <a href=""https://docs.flare.network/tech/glossary/#blockchain"">blockchain</a> database reduction technique, which keeps the state of all addresses (like their balance) and the <a href=""https://docs.flare.network/tech/glossary/#transaction"">transactions</a> that led to that state, but removes any old transaction that does not impact the current state anymore.
"
"<a href=""https://docs.flare.network/tech/glossary/#quantum_resistance"">Quantum Resistance</a> (Flare Glossary)"|"
The ability of a cryptographic algorithm (and therefore of a blockchain) to resist an attack from a theoretical quantum computer.
"
"<a href=""https://docs.flare.network/tech/glossary/#quorum"">Quorum</a> (Flare Glossary)"|"
Set of participants on a <a href=""https://docs.flare.network/tech/glossary/#consensus"">consensus</a> algorithm that must agree on a result for the whole network to accept that result. On a blockchain, once consensus is reached about a <a href=""https://docs.flare.network/tech/glossary/#block"">block</a>, it is added to the <a href=""https://docs.flare.network/tech/glossary/#ledger"">ledger</a> and the next block is processed.
"
"<a href=""https://docs.flare.network/tech/glossary/#quorum_slice"">Quorum Slice</a> (Flare Glossary)"|"
In <a href=""https://docs.flare.network/tech/glossary/#fba"">FBA</a> consensus each node has multiple lists of other nodes which it voluntarily decides to trust, forming its quorum slices. All nodes in a quorum slice agreeing on a result are enough to convince the node of that result. If the quorum slices are correctly built, global quorum emerges from these local quorum slices.
"
"<a href=""https://docs.flare.network/tech/glossary/#rpc"">RPC</a> (Flare Glossary)"|"
Remote Procedure Call is a protocol that allows a program executing on a computer to request a service from another program, typically running on a different computer. <a href=""https://docs.flare.network/apis/#access-nodes"">Flare offers some public and private nodes with RPC capabilities</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#smart_contract"">Smart Contract</a> (Flare Glossary)"|"
Computer program running on a blockchain, typically one based on the <a href=""https://docs.flare.network/tech/glossary/#evm"">EVM</a>. The blockchain’s immutability ensures that the contract is not tampered with, and running it on several machines bound together by a consensus algorithm ensures faithful execution. Smart contracts are said to be self-enforcing.
"
"<a href=""https://docs.flare.network/tech/glossary/#songbird"">Songbird</a> (Flare Glossary)"|"
Flare's <a href=""https://docs.flare.network/tech/glossary/#canary_network"">canary network</a>, launched in September 2021.
"
"<a href=""https://docs.flare.network/tech/glossary/#state_connector"">State Connector</a> (Flare Glossary)"|"
Piece of the Flare network that keeps track of the state of other networks, facilitating the implementation of advanced mechanisms like the FAssets. The State Connector uses several independent Attestation Providers that are rewarded for providing correct information. <a href=""https://docs.flare.network/tech/state-connector/"">Read more...</a>
"
"<a href=""https://docs.flare.network/tech/glossary/#sybil_resistance"">Sybil Resistance</a> (Flare Glossary)"|"
The ability of a distributed system to overcome a Sybil attack, in which a malicious actor creates multiple identities to gain voting or mining power. Resistance is typically gained by making voting or mining too costly for the attack to be worth it (as in <a href=""https://docs.flare.network/tech/glossary/#proof_of_work"">Proof of Work</a> or <a href=""https://docs.flare.network/tech/glossary/#proof_of_stake"">Proof of Stake</a>) or by requiring new entities to be approved by existing actors (as in <a href=""https://docs.flare.network/tech/glossary/#fba"">FBA</a>).
"
"<a href=""https://docs.flare.network/tech/glossary/#test_network"">Test Network (TESTNET)</a> (Flare Glossary)"|"
The computer network that supports a <a href=""https://docs.flare.network/tech/glossary/#blockchain"">blockchain</a> in its development stage. It is intended for testing purposes and should not store valuable assets, as its contents might be deleted (purposely or by accident) at any time. Among other facilities, testnets typically provide <a href=""https://docs.flare.network/tech/glossary/#faucet"">faucets</a>. Compare to a <a href=""https://docs.flare.network/tech/glossary/#canary_network"">Canary</a> or a <a href=""https://docs.flare.network/tech/glossary/#main_network"">Main</a> network. Flare's testnets are <a href=""https://docs.flare.network/tech/glossary/#coston"">Coston</a> for Songbird and <a href=""https://docs.flare.network/tech/glossary/#coston"">Coston2</a> for Flare.
"
"<a href=""https://docs.flare.network/tech/glossary/#transaction"">Transaction</a> (Flare Glossary)"|"
A request to add information to the blockchain, which is then analyzed by the network and accepted when consensus is reached about its validity. It can be a movement of funds between two accounts, or the execution of a contract, for example.
"
"<a href=""https://docs.flare.network/tech/glossary/#transaction_fee"">Transaction Fee</a> (Flare Glossary)"|"
Amount of cryptocurrency that must be paid by anybody submitting a transaction for inclusion on a blockchain. These fees reward block producers for their work processing transactions, and typically vary depending on network congestion.
"
"<a href=""https://docs.flare.network/tech/glossary/#token"">Token</a> (Flare Glossary)"|"
A digital representation of an asset. Fungible tokens are indistinguishable from one another so they can be merged together (e.g. a cryptocurrency). Non-fungible tokens (<a href=""https://docs.flare.network/tech/glossary/#nft"">NFT</a>) are unique and therefore cannot be merged.
"
"<a href=""https://docs.flare.network/tech/glossary/#turing-completeness"">Turing-completeness</a> (Flare Glossary)"|"
The ability of a machine to solve any computational problem, no matter how complex, given the necessary steps and enough time and memory. This is a mandatory feature of any general-purpose processor like a CPU or the <a href=""https://docs.flare.network/tech/glossary/#evm"">EVM</a>.
"
"<a href=""https://docs.flare.network/tech/glossary/#validator"">Validator</a> (Flare Glossary)"|"
A validator node is a machine connected to a blockchain network that verifies transactions and emits a vote. When there is a <a href=""https://docs.flare.network/tech/glossary/#quorum"">quorum</a> among all validators regarding a given block of transactions, they are accepted into the blockchain.
"
"<a href=""https://docs.flare.network/tech/glossary/#voting-power"">Voting Power</a> (Flare Glossary)"|"
Weight proportional to the tokens held by an address plus the tokens <a href=""https://docs.flare.network/tech/glossary/#delegate"">delegated</a> to it. This weight is used during <a href=""https://docs.flare.network/tech/glossary/#ftso"">FTSO</a> operation and governance votes, for example.
"
"<a href=""https://docs.flare.network/tech/glossary/#wen_flare"">Wen flare</a> (Flare Glossary)"|"
The war cry of all the impatient that would like to see the Flare network launch before it is fully tested. Pay no heed to them.
"
"<a href=""https://docs.flare.network/tech/glossary/#zero-address"">Zero address</a> (Flare Glossary)"|"
A special address represented as `0x0000000000000000000000000000`. Also known as the null address, it is typically used as a return value from functions to indicate an error condition.
"